ArraySize,UsedMemoryMB,TotalMemoryMB,MaxMemoryMB,GCCount,GCTimeMs
1000,-0,04,8,00,4024,00,0,0,066
10000,0,04,8,00,4024,00,0,0,377
50000,0,19,8,00,4024,00,0,1,472
100000,0,38,8,00,4024,00,0,4,170
